"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI54_001213-T1",76.9902,26.9294,74.9366,168.722,88.5448,89.9057,407.614,317.469,248.753,42,87.0921,233.198,241.791,264.758
"HMI54_001214-T1",7,29,29,25,33,48,118,73,72,16,72,89,84,107
"HMI54_001215-T1",19,46,36,60,71,63,369,212,396,79,636,431,455,753
"HMI54_001218-T1",5,0,0,3.26059,0,1.31531,0,4.88826,3.0552,0,21.025,7.20634,15.564,7.64647
"HMI54_001219-T1",93,264,520,559,462,500,2928,1366,2046,312,2118,1437,1746,1280
"HMI54_001227-T1",37,70,48,82,99,72,721,416,199,46,292,207,223,358
"HMI54_001228-T1",3,6,7,7,19,10,29,10.03,27,8,41,22,31.0916,31
"HMI54_001231-T1",21,32,37,48,46,36,173,93,561,80,1389,936,2874,1753
"HMI54_001237-T1",9,37,49,30,66,48,272,164,187,28,138,117,94,138
"HMI54_001238-T1",154,605,293,229,876,677,79,45,26,5,29,16,17,28
"HMI54_001242-T1",28,37,29,19,82,64,49,18,56,7,117,103,69,96
"HMI54_001243-T1",29,84,85,82,112,116,337.125,117,303.186,57,414.307,289,335.087,358
"HMI54_001244-T1",53,118,119,122,157,144,274,165,373,46,406,326,336,305
"HMI54_001245-T1",37,151.835,143.97,152.851,149.653,135.963,783.262,384.414,386.294,49.3355,419.225,326.923,325.074,360.396
"HMI54_001246-T1",33,71,114,97.0426,124,126,386.863,175.136,353,52,423,279,294.006,336.208
"HMI54_001248-T1",3307,10443,5558,5241,14463,12479,56469,25162,13264,2364,26748,18000,15024,25544
"HMI54_001249-T1",18,64,60,30,70,82,257,132,247,34,421,233,219,336
"HMI54_001250-T1",2,9,7,7,7,2,35,10,15,0,29,16,28,20
"HMI54_001251-T1",2,9,18,25,16,17,94,49,64,4,363,280,1252,741
"HMI54_001252-T1",540,1385,1339,1410,2088,1709,6697,3373,2334,515,4275,3051,3414,3505
"HMI54_001253-T1",59,172,125,153,218,188,328,153,312,58,478,384,408,426
"HMI54_001254-T1",17,37,46,51,80,45,205,105,110,29,213,136,174,215
"HMI54_001256-T1",36,146,76,129,157,159,349,165,653,104,415,270,355,281
"HMI54_001258-T1",36,100,101,91,148,96,680,340,245,57,478,318,302,363
"HMI54_001261-T1",9,21,23,18,36,43,78,49,103,8,117,100,110,148
"HMI54_001263-T1",2,9,6.86001,12.8075,16,7,19.3489,9.57354,10.4682,3,13.3633,11,24.9993,4.17365
"HMI54_001266-T1",98,251,221,217,342,275,242,122,452,82,665,500,524,742
"HMI54_001267-T1",36,96,80,117,118,103,883,416,265,46,337,199,300,203
"HMI54_001268-T1",115,391,218,246,496,421,1820,927,597,103,1013,748,616,679
"HMI54_001269-T1",37,47,52,57,63,60,119,58,226,46,478,353,421,741
"HMI54_001270-T1",34,153,131,151.553,175,199,221,92,780.645,82,708,553.622,561,599.684
"HMI54_001271-T1",24,83,96,127,126,113,326,148,381,63,408,303,322,392
"HMI54_001272-T1",3,15,41,35,31,28,391,188,234,36,319,208,261,343
"HMI54_001281-T1",206,466,311,359,668,664,637,253,723,133,1313,809,1032,1467
"HMI54_001282-T1",23,85,106,160,123,121,1057,535,701,136,715,519,553,435
"HMI54_001300-T1",895,1963,1270,1413,2881,2619,8845.33,5367,2314,534,4900,3693,3245,5840
"HMI54_001301-T1",64,177,125,167,219,214,1615,772,489,79,604,390,449,515
"HMI54_001302-T1",84,237,203,235,324,278,1212,686,988,203,1039,740,821,871
"HMI54_001303-T1",43,141,129,83,208,197,1034,559,259,50,458,305,302,381
"HMI54_001305-T1",46,112,102,101,115,88,322,163,336,60,508,397,333,490
"HMI54_001307-T1",20,87,57,57,108,98,229,101,131,26,230,158,181,200
"HMI54_001308-T1",17,22,55,48,48,32,142,52,203,23,139,113,151,194
"HMI54_001309-T1",25,70,96,88,88,87,144,77,258,53,309,240,214,234
"HMI54_001310-T1",166,289,414,533,502,422,548,338,612,134,748,552,558,624
"HMI54_001311-T1",121.336,363.998,298.607,270.561,426.817,401.712,4112.86,2185.26,941.964,197.365,1273.06,868.896,1018.48,1275.96
"HMI54_001319-T1",70,210,161,199,216,217,1130,594,443,91,716,499,581,594
"HMI54_001327-T1",37,96,102,95,188,125,215,119,292,46,499,399,385,533
"HMI54_001328-T1",0,1,1,0,0,1,3,1,31,1,108,53,74,74
"HMI54_001329-T1",89,235,150,139,299,288,684,322,329,34,595,416,354,465
"HMI54_001330-T1",41,117,154,188,184,160,733,352,767,127,1078,756,826,851
"HMI54_001331-T1",81,227,219,213,295,261,1350,890,678,99,816,604,663,860
"HMI54_001333-T1",52,125,147,186,165,148,1328,736,455,113,741,495,749,709
"HMI54_001341-T1",18,39,51,42,53,34,33,14,242,40,313,219,257,343
"HMI54_001342-T1",158,266,174,235,429,403,259,147,360,97,586,438,454,751
"HMI54_001343-T1",24,70,52,61,90,68,1204,627,228,49,289,164,277,302
"HMI54_001345-T1",6,6,4,11,10,15,55,15,14,3,43,25,32,51
"HMI54_001346-T1",49,159,124,119,260,224,795,398,468,67,813,589,585,922
"HMI54_001351-T1",0,1,0,1,1,0,8,5,14,5,30,29,15,18
"HMI54_001352-T1",0,0,2,0,0,0,15,7,52,10,74,48,37,73
"HMI54_001354-T1",2,1,10,8,0,0,106,26,53,2,37,24,73,26
"HMI54_001355-T1",0,10,4,12,6,1,16,14,17,0,17,17,32,14
"HMI54_001356-T1",49,108,117,99,138,117,1156,561,340,41,557,389,310,350
"HMI54_001357-T1",30,47,77,75,96,103,524,236,204,36,384,262,225,210
"HMI54_001358-T1",295,779,608,641,1111,1064,1138,496,1546,256,2480,1712,1748,1957
"HMI54_001360-T1",4,19,29,24,32,19,72,27,420,59,792,597,963,989
"HMI54_001361-T1",82,186,216,198,251,234,373,182,596,87,838,662,696,917
"HMI54_001362-T1",76,280,315,276,288,266,801,369,1796,298,1489,1084,1310,1069
"HMI54_001363-T1",15,25,31,44,57,21,38,26,247,35,246,148,172,193
"HMI54_001364-T1",136,428,259,318,503,465,465,216,378,57,528,384,461,598
"HMI54_001365-T1",89,207,187,257,241,271,1564,959,1133,205,1040,839,793,763
"HMI54_001373-T1",173,470,592,560,661,576,1475,723,1432,257,2425,1691,1949,3437
"HMI54_001376-T1",1730,3393,2797,2757,5278,4552,4405,2296,12277,1949,19828,14552,14777,26036
"HMI54_001382-T1",179,478,279,359,532,532,402,153,305,56,354,283,253,325
"HMI54_001390-T1",21,38,28,31,53,29,107,37,143,8,161,109,155,112
"HMI54_001391-T1",25.7744,79.4471,73.6751,70.8959,109.675,98.7477,300.954,147.198,255.308,42.2441,376.485,284.102,281.055,408.588
"HMI54_001392-T1",0,1,4,1,0,1,30,16,33,9,49,36,37,58
"HMI54_001393-T1",0,0,0,0,0,0,2,0,2,0,1,2,4,1
"HMI54_001394-T1",34,52,96,80,71,81,612,282,376,52,470,338,384,446
"HMI54_001414-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_001415-T1",1559,3341,3026,2812,4509,4537,5647,2847,8702,1248,13925,9398,10068,11083
"HMI54_001417-T1",139,381,646,956,566,517,4177,2070,887,180,1562,1059,1145,1547
"HMI54_001418-T1",314,763,558,566,1191,993,2483,1273,907,166,1647,1177,1186,1657
"HMI54_001420-T1",12,41,22,44,90,67,4,9,3,0,1,0,1,2
"HMI54_001421-T1",0,1,3,5,5,7,5,3,14,3,51,33,49,66
"HMI54_001425-T1",30,63,87,84,110,102,295.521,149,611.884,82,498.808,353.954,426.533,353.745
"HMI54_001426-T1",360,1206,1365,1272,1627,1414,3175,1592,2767,688,6098,4114,4660,6853
"HMI54_001430-T1",1,2,16,20,15,6,77,29,151,25,203,123,141,166
"HMI54_001431-T1",193,468,358,367,703,634,1746,944,1233,276,2622,1903.73,1816,3023.58
"HMI54_001434-T1",3,3,3,3,5,7,18,7,22,3,39,37,27,70
"HMI54_001435-T1",0,5,7,1,5,0,20,7,98,15,309,228,201,175
"HMI54_001436-T1",23,83,169,140,121,101,1106,561,883,155,1314,852,824,996
"HMI54_001438-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_001439-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_001440-T1",3,26,27,35,39,25,90,53,361,90,1538,1051,830,912
"HMI54_001444-T1",49,103,186,146,172,174,861,445,310,95,806,540,633,776
"HMI54_001445-T1",85,291,177,208,292,294,546,323,379,93,440,358,424,440
"HMI54_001447-T1",261,625.438,613,595.048,805.035,736.768,4369.09,2614.57,1127.12,423,2971.37,2089.73,2358.01,3898.51
"HMI54_001457-T1",177,562,399,496,787,658,5546,3138,960,267,2546,1858,1966,3189
"HMI54_001458-T1",0,0,0,1,2.70008,0,0,0,0,1.06708,0,0,4.06659,7.78347
"HMI54_001459-T1",54,99,116,111,184,152,293,147,526,50,716,505,531,831
"HMI54_001460-T1",123,290,319,338,417,385,1118,561,1006,150,1731,1099,1094,1496
"HMI54_001461-T1",14,53,65,79,83,51,100,47,289,32,304,219,233,267
"HMI54_001462-T1",32,65,158,136,77,102,926,493,501,86,658,497,558,781
"HMI54_001463-T1",7,9,18,15,10,18,119,36,207,40,228,220,174,294
"HMI54_001464-T1",31,92,141,144,94,118,449,186,629,82,978,732,723,879
"HMI54_001465-T1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HMI54_001468-T1",3,13,11,6,5,15,5,3,6,0,9,4,3,3
"HMI54_001469-T1",0,0,0,1,1,0,0,0,1,0,0,0,0,0
"HMI54_001474-T1",7,25,32,30,24,54,81,38,549,138,746,518,757,1414
"HMI54_001480-T1",94,302,302,348,380,427,739,396,829,103,977,610,875,940
"HMI54_001481-T1",59,171,184,205,223,217,721,324,552,93,623,402,518,526
"HMI54_001482-T1",1,0,1,1,0,5,82,28,110,27,177,90,128,182
"HMI54_001483-T1",798,1917,1579,1646,2628,2374,1806,802,4001,561,6223,4377,4416,5133
"HMI54_001484-T1",16,42.9762,96,65.8758,74.358,51.5267,313.773,118.885,381.935,56.2224,460.041,299.453,392.726,403.074
"HMI54_001485-T1",7,16,17,6,14,17,25,14,22,2,34,22,22,25
"HMI54_001486-T1",189,403,426,513,605,495,562,240,1527,210,1710,1369,1450,1332
"HMI54_001497-T1",6,10,20,14,27,16,97,39,287,30,552,399,351,439
"HMI54_001503-T1",130.755,355.246,178.322,217.686,340.125,355.122,195.215,104.032,407.165,49.5383,395.883,294.717,285.062,329.3
"HMI54_001504-T1",848,1892,1654,1534,2831,2663,3329,1544,3851,664,5990,4418,4939,5765
"HMI54_001514-T1",52,99,145,98,126,154,396,236,420,73,550,352,349,359
"HMI54_001515-T1",168,374,207,290,486,407,43,32,212,18,148,109,147,120
"HMI54_001519-T1",56,121,173,207,155,178,1227,517,748,109,926,568,714,749
"HMI54_001520-T1",13,49,57,57,81,57,551,190,364,51,397,284,332.388,266
"HMI54_001522-T1",10,21.1852,24.2987,21,38.7768,31.0741,63.7905,25.1433,83.1654,7.46238,114.571,82.9395,65.84,129.196
"HMI54_001523-T1",0,5,21,16,5,5,153,92,106,21,128,96,76,87
"HMI54_001582-T1",6,8,14,24,12,10,5,2,21,2,16,21,35,10
"HMI54_001585-T1",52,141,141,142,187,187,470,227,320,43,441,341,366,391
"HMI54_001586-T1",1,3,11,11,3,8,61,20,34,0,51,17,17,24
"HMI54_001587-T1",33,90,83,67,156,108,258,105,250,52,309,235,225,223
"HMI54_001588-T1",5,16,24,15,12,17,125,52,153,41,245,188,232,525
"HMI54_001589-T1",0,0,2,0,3,1,10,6,155,35,463,298,229,253
"HMI54_001590-T1",28,82,80,62,87,84,233,105,203,41,260,203,158,174
"HMI54_001591-T1",5,16,3,8,10,13,80,30,31,15,50,31,34,35
"HMI54_001592-T1",103,202,207,186,325,290,3323,1692,507,131,1035,695,720,776
"HMI54_001593-T1",87,212,119,107,290,246,568,244,398,42,388,326,380,436
"HMI54_001594-T1",233,516,605,714,716,705,1633,908,1638,300,2015,1392,1691,1769
"HMI54_001596-T1",10,26,61,55,45,43,333,165,447,92,746,510,543,570
"HMI54_001598-T1",10,23,19,20,49.0058,37.5533,39.6672,28.1962,188.052,34,246.346,192.228,209.257,377.155
"HMI54_001599-T1",40.0928,125.252,114.156,112.977,161.175,140.35,708.27,351.645,352.282,39.6667,437.713,322.759,338.594,296.161
"HMI54_001600-T1",797.34,1918.14,1191.63,1254.37,3373.44,3308,218.021,105,261.359,52,216.789,154.905,188.794,125.037
"HMI54_001601-T1",331,707,639,771.89,905,928,2139.87,1429,1886,468,2914,2070,2220,2913
"HMI54_001602-T1",16,60,68,81.3916,62.9246,90,604.435,374.663,658.819,116,573.633,391.87,481.265,485.484
"HMI54_001603-T1",405,1018,959,957,1445,1321,1243,532,1751,187,2737,1979,2050,2524
"HMI54_001604-T1",57,128,147,180,212,184,671,297,406,77,896,619,479,474
"HMI54_001605-T1",8,11,11,11,19,8,63,37,87,20,101,87,96,122
"HMI54_001608-T1",87,229,171,192,266,250,947,402,527,88,763,637,537,679
"HMI54_001609-T1",43.0775,161.648,126.437,111.357,238.575,219,369.074,199.958,482.819,98.0248,732.055,523.684,491.662,888.515
"HMI54_001610-T1",4.76927,6.66386,0,0,8.06768,0,20.9744,10.4748,0,12.8883,23.5642,18.1714,23.9246,50.6134
"HMI54_001613-T1",879,3642,3327,3140,3994,3867,10753,5587,8069,1582,3125,2131,4132,2387
"HMI54_001624-T1",47,130,127,130,182,140,1055,621,627,97,741,489,514,513
"HMI54_001625-T1",3,10,9,9,7,10,71,27,31,5,58,38,48,54
"HMI54_001626-T1",992,2118,1729,1814,2965,2830,4014,2126,6159,968,7247,5159,6402,6559
"HMI54_001628-T1",28,51,45,47,56,64,212,109,59,8,74,33,55,48
"HMI54_001629-T1",102,205,210,245,335,288,1098,590,576,64,806,546,565,734
"HMI54_001631-T1",38,102,61,40,110,89,490,218,224,36,340,234,235,322
"HMI54_001632-T1",29,61,44,67,108,87,1003,473.662,252.943,75,347,242.643,282,433.659
"HMI54_001644-T1",16,20,23,44,39,29,46,15,47,9,48,28,38,49
"HMI54_001645-T1",4,18,32,36,20,19,417,178,99,21,129,114,125,110
"HMI54_001656-T1",7,28,17,25,37,47,40,19,53,2,179,142,148,137
"HMI54_001659-T1",10,29,40,46,46,36,139,62,97,11,123,89,142,105
"HMI54_001660-T1",96,406,258,262,455,477,1106,630,188,76,455,316,354,514
"HMI54_001661-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_001662-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_001665-T1",20,48,70,48,81,89,234,146,304,48,280,229,244,260
"HMI54_001672-T1",7,37,37,43,45,60,91,43,132,25,185,141,125,117
"HMI54_001674-T1",35,85,79,74,125,110,74,39,95,22,114,89,103,90
"HMI54_001675-T1",0,0,0,2,2,2,10,5,95,16,271,212,185,162
"HMI54_001677-T1",0,16.8701,7.41971,33.0326,14.6945,34.8217,90.0821,45.4931,34.2388,10.0363,86.0612,66.6024,83.8871,136.873
"HMI54_001678-T1",5830,21793,12315,10884.9,23013,25416,294.533,143.149,242.32,43,235.091,160,226.107,284.362
"HMI54_001685-T1",199,1079,1562,1462,1056,1252,4099,1569,4501,566,2460,1672,3347,1627
"HMI54_001687-T1",18,65,76,66,82,91,314,162,461,58,347,256,345,268
"HMI54_001688-T1",102,275,244,287,418,341,777,339,1179,134,1765,1170,1253,1742
"HMI54_001689-T1",271,649,839,782,889,933,1619,861,3970,631,4414,3250,3787,4111
"HMI54_001690-T1",82.4736,257.213,121.261,133.628,271.417,269.962,647,322,232.755,40,366.025,271.702,251.765,401.633
"HMI54_001691-T1",19,98,45,52,127,112,158,68,148,22,156,87,128,151
"HMI54_001692-T1",0,1,0,0,1,0,1,0,0,0,0,0,0,1
"HMI54_001699-T1",291,636,486,490,1060,888,2346,1302,1132,239,2039,1439,1531,2426
"HMI54_001706-T1",19,85,115,108,120,96,194,95,395,48,502,396,343,411
"HMI54_001707-T1",0,0,0,0,0,3,12,3,59,14,121,76,76,79
"HMI54_001708-T1",24,60,51,54,81,63,96,61,128,20,280,219,198,240
"HMI54_001710-T1",21.7202,36.5174,40.8789,47.219,65.7624,53.3459,245.022,121.394,61.9453,28.3544,156.799,109.884,119.023,165.095
"HMI54_001711-T1",45,193,242,177,258,189,1002,447,471,97,917,592,563,673
"HMI54_001721-T1",13,71,84,55,69,54,94,40,378,60,370,270,308,271
"HMI54_001745-T1",17,41,54,58,51,46,850,509,336,73,458,295,349,302
"HMI54_001751-T1",24,69,54,61,128,91,189,88,136,21,510,308,886,778
"HMI54_001752-T1",26,76,71,95,82,92,799,362,338,62,1371,974,3186,2412
"HMI54_001753-T1",32,43,51,43,67,60,190,111,231,39,244,190,255,187
"HMI54_001754-T1",41842,130264,84780,85567,173026,161147,72377,34785,96560,15140,35886,21794,48536,26173
"HMI54_001755-T1",101,343,203,251,477,384,885,461,266,54,398,276,398,635
"HMI54_001756-T1",0,0,0,0,0,0,1,1,0,0,6,7,8,0
"HMI54_001757-T1",95,234,209,213,315,270,339,149,352,42,474,364,403,843
"HMI54_001762-T1",161,362,246,275,536,557,527,212,808,145,1246,947,1129,1793
"HMI54_001763-T1",88,240,319,335,267,258,490,202,1014,136,1181,801,914,765
"HMI54_001764-T1",35,101,94,80,137,147,175,78,325,91,796,523,558,765
"HMI54_001771-T1",0,0,2,1,2,0,11,6,23,3,42,27,24,32
"HMI54_001772-T1",0,1,5,1,0,2,32,17,34,10,48,35,51,54
"HMI54_001774-T1",121,378,383,405,531,441,2323,1158,1280.04,255,1975.04,1448,1429.03,1603
"HMI54_001775-T1",51,132,122,160,179,156,793,319,570,79,787,582,504,491
"HMI54_001776-T1",339,806,597,661,1214,1104,1273,644,946,164,2073,1537,1388,2355
"HMI54_001777-T1",348,771,511,612,1125,952,1177,569,1023,174,1826,1327,1352,2351
"HMI54_001778-T1",17,35,38,46,47,50,132,81,171,28,233,177,147,186
"HMI54_001779-T1",50,204,173,155,239,265,352,192,476,88,763,611,474,592
"HMI54_001780-T1",14,50.6548,50,46.0081,58,41,225.306,121.588,180.144,44,256.476,204.593,198,214.57
"HMI54_001782-T1",12.0204,29.0767,46.2828,47.1133,41.6009,42.4898,171.95,63.303,236.311,32.0143,185.083,141.549,195.954,126.634
"HMI54_001783-T1",3,5,10,2,7,2,72,40,27,3,95,60,88,98
"HMI54_001784-T1",330,878,414,380,1188,1082,826,387,444,74,637,496,528,848
"HMI54_001791-T1",3,0,3,7,2,1,4,2,13,0,223,149,668,383
"HMI54_001795-T1",38,105,104,146.814,161.592,121.299,1135.04,726.308,511.415,140.016,747.704,524.713,590.17,768.694
"HMI54_001796-T1",23,94,113,111.168,152.17,138.698,471.099,172.198,242.652,29.7651,366.278,255.119,291.427,304.065
"HMI54_001813-T1",0,3.478,10.7654,5.18669,1.84062,2.54126,34.819,24.9434,210.433,69.9265,372.475,311.782,313.176,640.371
"HMI54_001814-T1",0,0,4,8,1,1,20,9,20,4,33,26,32,43
"HMI54_001815-T1",29,55,65,86,101,72,409,191,303,38,372,269,303,317
"HMI54_001816-T1",23,48,64,68,69,48,358,171,295,39,377,217,329,281
"HMI54_001817-T1",11,21,15,9,19,15,111,41,58,15,61,69,105,88
"HMI54_001818-T1",0,0,1,0,0,0,14,9,109,20,258,167,157,171
"HMI54_001820-T1",1,5,6,6,2,7,20,12,397,81,801,484,610,986
"HMI54_001823-T1",108,309,253,274,468,462,1589,958,473,119,935,618,588,860
"HMI54_001825-T1",36,113,73,97,155,126,708,318,234,48,693,449,1398,1085
"HMI54_001827-T1",42.5873,128.812,81.0622,127.207,134.319,127.669,428.179,178.053,160.171,35.1241,331.701,272.536,274.049,410.339
"HMI54_001829-T1",46,104,76,78,118.73,109.765,254,98,225,43,423.296,291,255,342
"HMI54_001830-T1",31,54,69,88,65,74,198,84,310,25,303,212,257,270
"HMI54_001836-T1",26,97,186,154,102,106,1362,746,4205,641,4996,3800,4132,9501
"HMI54_001837-T1",91,190,206,210,280,251,1911,1205,1066,245,1154,846,974,873
"HMI54_001838-T1",67,200,184,172,182,188,573,269,753,123,950,632,744,802
"HMI54_001840-T1",11.534,54.6416,54.7603,66.2144,70.525,80.9375,432.054,229.452,277.602,46.2792,251.823,201.795,226.388,242.602
"HMI54_001853-T1",0,1,2,2,5,0,11,10,52,9,55,27,39,72
"HMI54_001855-T1",0,1,2,2,0,2,1,2,28,5,33,15,16,20
"HMI54_001856-T1",0,1,0,0,0,2,13,5,58,6,91,61,64,80
"HMI54_001857-T1",71,211,141,160,320,278,649,329,214,28,285,205,243,258
"HMI54_001858-T1",18,37,69,56,56,42,74,22,43,14,181,120,130,143
"HMI54_001860-T1",404,1352,730,699,1710,1733,59,22,72,10,94,46,53,57
"HMI54_001862-T1",35,109,131,127,154,130,1163,487,270,58,511,358,309,410
"HMI54_001863-T1",0,0,0,0,0,2,8,3,4,1,1,0,0,6
"HMI54_001864-T1",7,17,23,24,20,10,148,70,138,12,132,92,106,105
"HMI54_001865-T1",147,314,272,289,473,339,1251,662,530,87,631,457,501,621
"HMI54_001867-T1",63.1533,113.07,118.751,180.029,158.883,161.104,1410.14,798.457,423.691,98.9659,431.402,311.883,322.174,266.601
"HMI54_001868-T1",2.92923,6.42129,15.0752,18.2795,20.6289,24.197,8.21109,5.238,40.3625,3.07121,45.4094,33.2109,26.2601,30.8146
"HMI54_001869-T1",46,171,155,169,156,157,679,312,557,92,661,509,564,623
"HMI54_001876-T1",0,0,2,0,0,0,3,3,14,4,27,15,15,10
"HMI54_001877-T1",11,61,95,79,46,53,3317,1294,595,96,398,215,302,167
"HMI54_001885-T1",0,8,11,7,6,2,77,51,107,27,164,97,134,201
"HMI54_001888-T1",212.41,906.998,963.079,1092.99,1164.65,970.779,3945.02,1951.5,574.321,205.193,2925.35,1897.59,2341.68,3175.88
"HMI54_001889-T1",142,322,214,259,493,486,2638,1306,459,89,962,673,744,1083
"HMI54_001890-T1",90,144,139.386,152.907,234,210,571.948,337.693,348.794,61,481.983,318,411.725,455.153
"HMI54_001893-T1",175,548,334,446,626,621,717,343,509,97,1293,988,892,1219
"HMI54_001894-T1",25,62,109,121,106,89,167,77,466,66,566,387,439,510
"HMI54_001895-T1",35,57,86,77,97,72,279,150,425,58,463,267,366,347
"HMI54_001896-T1",22,75,91,69,97,83,543,276,240,52,271,222,256,228
"HMI54_001897-T1",5,23,7,14,21,22,243,92,54,1,44,45,46,78
"HMI54_001900-T1",14,40,94,92,62,83,167,104,443,46,393,269,283,265
"HMI54_001902-T1",254,747,819,902,1041,879,5226,2765,2382,603,4863,3188,3415,3460
"HMI54_001905-T1",24,54,47,52,61,102,313,141,161,30,263,170,163,233
"HMI54_001906-T1",69,162,148,142,235,169,584,261,332,65,479,375,387,335
"HMI54_001910-T1",2,10,32,15,9,18,85,41,417,63,736,564,583,808
"HMI54_001911-T1",22,76,87,93,106,65,181,60,360,25,414,268,328,303
"HMI54_001912-T1",63,164,187,161,258,203,327,145,637,79,836,567,670,804
"HMI54_001913-T1",1,5,0,3,1,5,17,7,73,6,141,102,81,113
"HMI54_001914-T1",0,0,1,0,0,0,0,0,29,8,71,71.2009,40.153,59
"HMI54_001916-T1",19,73,75,86,106,93,648,284,217,23,396,303,239,338
"HMI54_001918-T1",53,146,154,124,175,183,947,410,938,121,1082,776,936,833
"HMI54_001919-T1",55,151,193,268,204,202,814,448,667,99,537,365,474,468
"HMI54_001920-T1",74,123,122,141,147,138,2217,1348,331,54,475,269,415,428
"HMI54_001926-T1",18,48,42,60,59,63,248,113,375,56,355,257,388,210
"HMI54_001927-T1",65,179,197,219,222,175,1859,935,606,120,819,528,689,727
"HMI54_001928-T1",15,45,35,26,59,50,99,51,67,18,119,63,84,99
"HMI54_001929-T1",19,81,49,76,112,98,488,276,181,25,258,162,206,307
"HMI54_001936-T1",0,3.04625,1.16705,4.45815,2.25178,6.38557,0,4.68053,8.6728,0,4.22367,2.90258,4.40863,3.19929
"HMI54_001937-T1",163,471,297,295,554,553,1448,702,749,99,1573,1028,1014,1361
"HMI54_001938-T1",8,30,66,52,39,32,88,52,378,59,483,320,363,357
"HMI54_001940-T1",0,0,0,0,0,0,2,0,0,0,6,9,15,6
"HMI54_001941-T1",58,170,161,153,206,193,199,88,485,78,526,431,459,642
"HMI54_002003-T1",82,200,199,201,281,202,439,194,251,61,504,399,425,543
"HMI54_002004-T1",57.6927,186.366,111.113,154.44,225.161,198.871,5118.36,2730.68,477.488,102.599,690.39,539.229,606.733,1073.49
"HMI54_002007-T1",0,10,10,14,13,13,28,11,295,45,451,294,352,495
"HMI54_002009-T1",0,2,4,0,1,3,7,0,199,48,642,444,425,411
"HMI54_002011-T1",10,26,19,23,27,25,170,81,112,25,245,152,175,232
"HMI54_002012-T1",11,22,36.4271,43.6249,44,46,122.251,72.0981,241.08,39.1827,332.475,216,211.047,312.262
"HMI54_002013-T1",157,414,323,390,532,531,1424,821,1040,168,1535,1058,1063,1191
"HMI54_002014-T1",38,90,30,47,71,122,214,128,209,29,289,252,157,248
"HMI54_002015-T1",367,791,539,674,989,936,936,557,1170,174,1363,891,1055,1227
"HMI54_002017-T1",110,243,178,239,325,273,2068,1186,525,127.711,1203,806,1048,1167
"HMI54_002018-T1",15,37,29,48,54,50,250,107,179,25,262,169,220,226
"HMI54_002019-T1",6,9,4,3,11,6,1,1,0,0,1,0,1,0
"HMI54_002023-T1",102.039,179.045,238.249,300.34,277.19,275.172,2291.41,1262.79,749.933,174.292,1205.14,899.629,923.077,924.52
"HMI54_002024-T1",26,81,69,101,87,62,195,63,266,41,267,190,250,170
"HMI54_002025-T1",22,74,84,77,71,62,197,82,158,17,193,140,139,179
"HMI54_002026-T1",42,79,84,89,97,98,189,104,415,66,651,472,501,723
"HMI54_002034-T1",28,87,108,179,164,123,341,195,718,104,748,542,689,590
"HMI54_002039-T1",55,124,144,167,337,236,1279,627,419,76,614,309,406,372
"HMI54_002040-T1",1,0,3,1,2,0,7,2,4,1,3,2,2,4
"HMI54_002043-T1",1,10,12,14,13,11,189,76,123,15,159,116,100,135
"HMI54_002045-T1",2,0,4,4,2,1,32,12,607,112,1167,808,736,838
"HMI54_002046-T1",37,72,85,88,121,120,257,134,166,30,403,249,278,353
"HMI54_002049-T1",4,0,3.19645,4,3,5,4.17789,9.37419,9.85252,2,7.21447,12.4143,9.61893,21.8028
"HMI54_002051-T1",25,85,66,66,114,74,379,210,225,19,274,188,190,193
"HMI54_002053-T1",59,105,85,98,152,111,271,184,415,98,454,304,357,351
"HMI54_002055-T1",0,5,33,8,2,5,567,299,1744,231,1569,1419,1769,4691
"HMI54_002056-T1",156,375,243,264,618,527,345,168,1448,231,1896,1302,1533,2865
"HMI54_002057-T1",2,4,14,6,1,0,8,7,1128,159,3833,2440,1984,1794
"HMI54_002058-T1",51,126,127,164,191,149,187,115,345,55,436,308,299,252
"HMI54_002059-T1",82,229.606,332.945,397.262,343.775,275.914,1035.73,511.414,1108.45,230.018,1689.81,1188.83,1486.96,1893.11
