"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI54_013797-T1",4,8,14,14,13,7,68,25,23,9,49,33,44,56
"HMI54_013800-T1",0,0,0,0,0,0,8,4,5,5,51,40,35,36
"HMI54_013801-T1",1509,3241,2615,2328.03,5431.3,4918,10421,4953.69,6831.46,943,9672.27,6459.37,4455.98,4046.2
"HMI54_013802-T1",14,38,45,47,75,55,496,266,222,43,262,201,184,175
"HMI54_013803-T1",19,96,114,105,56,88,811,431,317,64,438,271,310,234
"HMI54_013805-T1",45,100,116,121,138,129,160,85,408,44,397,342,324,323
"HMI54_013806-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013812-T1",0,2,0,2,2,0,12,3,28,21,131,90,49,77
"HMI54_013813-T1",94,230,309,309,348,328,350,186,714,110,1050,694,762,834
"HMI54_013823-T1",12,39,32,18,36,35,18,7,49,2,39,24,25,38
"HMI54_013832-T1",12,18,28,38,21,31,183,83,109,12,151,103,141,128
"HMI54_013835-T1",9,37,47,59,46,30,192,87,412,39,326,206,245,222
"HMI54_013836-T1",6,18,16,27,37,19,244,112,128,34,146,96,87,137
"HMI54_013838-T1",2,3,17,4,5,3,90,50,93,14,126,84,109,158
"HMI54_013839-T1",0,0,0,0,0,0,16,5,38,11,146,81,65,85
"HMI54_013840-T1",12.2055,24,35,32.0149,27.0457,27.0289,521.029,208,163.041,42,284.007,165,168.321,243.247
"HMI54_013844-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013846-T1",31,70,68,71,70,56,186,89,271,28,333,254,253,238
"HMI54_013870-T1",82,246,227,192,320,311,1192,559,531,69,1055,682,579,691
"HMI54_013871-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013872-T1",31,62,26,52,100,94,512,261,176,7,269,165,166,194
"HMI54_013880-T1",88,187,165,177,291,235,752,351,505,81,757,525,424,598
"HMI54_013881-T1",80,172.198,134.159,110.9,220.576,258.843,546.162,248.075,484.162,119.844,918.809,607.267,705.481,1136.94
"HMI54_013883-T1",0,0,0,1,0,0,5.04985,0,4,0,0,0,1,1
"HMI54_013888-T1",0,0,0,0,0,0,1,0,5,5,47,41,30,11
"HMI54_013902-T1",1,16,9,8,10,7,31,20,242,26,402,275,223,345
"HMI54_013903-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013905-T1",65,158,160,201.962,236.964,229.926,1592.78,877.867,359.507,64,728.308,458.654,1033.19,813.137
"HMI54_013906-T1",70,116,117,171,170,151,654,334,592,89,646,425,489,708
"HMI54_013907-T1",29,80,108,108,157,140,1929,976,307,60,476,374,346,406
"HMI54_013908-T1",24,63,63,87,91,83,481,238,270,36,348,260,228,276
"HMI54_013910-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013911-T1",35,136,131,134,151,134,397,178,640,83,361,236,393,246
"HMI54_013916-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013918-T1",0,0,0,0,0,0,12.8385,14.8932,9.14798,5.57254,22.2148,19.2247,19.1275,26.2842
"HMI54_013919-T1",35,82,130,125,118,139,145,83,485,117,447,332,379,327
"HMI54_013920-T1",37,129,99,112,174,201,256,108,559,86,666,468,541,757
"HMI54_013921-T1",98,238,224,226,341,346,2975,1418,577,119,977,657,779,750
"HMI54_013923-T1",0,0,2,0,0,0,29,8,2,0,19,10,9,14
"HMI54_013924-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013926-T1",5,29,32,32,21,23,119,60,181,11,194,115,150,144
"HMI54_013927-T1",218.059,890.057,636.759,651.078,1053.23,943.328,1610.01,832.821,2241.97,398.973,2817.1,1937,2327.68,2619.08
"HMI54_013928-T1",4,2,4,6,0,7.31682,19.8244,14.9331,39.4814,1.63071,36.1927,28.1721,23.5843,24.3894
"HMI54_013929-T1",0,3,2,5,10,3.68318,34.1756,17.0669,57.5186,11.3693,92.8073,77.8279,65.4157,83.6106
"HMI54_013938-T1",5,13,12,15,18,14,53,19,278,54,594,407,504,693
"HMI54_013940-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013943-T1",7,30,12,10,49,30,112,67,58,9,85,50,46,59
"HMI54_013945-T1",0,0,2,3,4,2,6,2,235,27,750,403,380,425
"HMI54_013948-T1",15,79,71,91,73,78,384,278,351,62,497,310,628,535
"HMI54_013949-T1",164,435.979,273,386,537,529,3512.71,2163,657,169,1385,915,1121,1361
"HMI54_013952-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013957-T1",50,88,114,113,143,129,244,101,242,47,396,298,290,600
"HMI54_013958-T1",40,164,225,213,206,185,429,201,817,124,1139,757,853,783
"HMI54_013959-T1",31.8551,46.6168,11.0784,7.65869,29.2527,24.3694,44.0328,18.574,7.56413,2.08435,38.2269,13.1069,37.3318,0
"HMI54_013966-T1",1,5.35977,3,1,2,5,4.74945,8.11287,1,0,3,2,0,6.31651
"HMI54_013969-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013971-T1",370,683,702,686,1276,1211,567,307,355,85,546,319,506,473
"HMI54_013973-T1",2,3,26,21,10.4812,5,1262.56,616.316,231.003,50.3133,235.401,149.64,263.788,239.058
"HMI54_013974-T1",0,4,3,8,5,5,0,0,0,0,0,0,0,0
"HMI54_013976-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013977-T1",0,1.67232,2.48918,3.79411,7.11956,0,102.614,31.176,21.1247,3.8129,14.3939,9.90563,34.0871,38.8217
"HMI54_013981-T1",5,18,17,18,20,26,29.4067,13.541,25,1,59,36,55.9264,70.8676
"HMI54_013997-T1",313,1197,1381,1314,1555,1467,4033,1752,5257,721,4887,3298,4428,4396
"HMI54_013998-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_013999-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014000-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014001-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014003-T1",23,55,53,66,67,57,282,137,130,35,247,193,177,236
"HMI54_014005-T1",29,107,165,142,114,101,90,34,726,75,562,363,522,429
"HMI54_014007-T1",217,599,534,526,797,795,1127,535,1346,183,2111,1625,1483,1919
"HMI54_014020-T1",18,63,40,53,59,61,173,80,195,22,222,182,194,209
"HMI54_014023-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014025-T1",0,0,0,0,4.13973,0,0,0,0,0,0,0,0,0
"HMI54_014026-T1",4,5,26,7,3,1,51,15,3041,389,7077,4932,3895,4323
"HMI54_014027-T1",3,39,25,45,27,27,4,4,28,1,59,55,32,39
"HMI54_014028-T1",0,0,0,0,0,0,0,0,7,3,12,14,13,9
"HMI54_014031-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014051-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014053-T1",7,17,15,27,21,22,63,19,61,3,28,16,24,22
"HMI54_014056-T1",0,3,1,1,4,1,15,8,16,3,24,16,17,14
"HMI54_014058-T1",24,31,29,41,48,48,99,54,209,59,329,246,228,330
"HMI54_014061-T1",0,0,0,0,0,0,1,0,0,0,0,0,0,2
"HMI54_014064-T1",52,183,125,118,200,184,461,262,370,120,601,420,450,639
"HMI54_014077-T1",0,3,2,0,0,1,0,0,0,0,0,0,0,0
"HMI54_014079-T1",68,207,233,229,327,279,626,320,722,129,987,665,650,697
"HMI54_014081-T1",30,76,62,62,75,56,591,292,179,32,283,236,241,276
"HMI54_014082-T1",1,8,8,7,5,6,40,12,45,10,51,38,54,58
"HMI54_014085-T1",52,115,185,172,184,175,1017.09,409.222,434.11,53,604.102,430,509.307,513.187
"HMI54_014087-T1",1,0,0,0,1,3,0,0,0,0,0,0,0,0
"HMI54_014097-T1",33,136,135,104,156,124,669,287,438,68,565,426,385,395
"HMI54_014098-T1",0,0,1,1,1,2,22,6,35,4,80,54,42,54
"HMI54_014099-T1",0,0,1,0,0,0,16.4817,11.5457,62.0519,9.23842,206.409,144.61,140.917,152.388
"HMI54_014100-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014103-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014105-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014108-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014111-T1",0,1,0,0,2,0,7,1,4,0,13,4,5,3
"HMI54_014113-T1",11.6946,56.0842,27.5932,27.6754,70.088,35.1052,25.6512,14.2054,76.3237,9.51792,93.9026,75.1503,49.5438,72.3917
"HMI54_014116-T1",4,25,15,6,39,32,14,3,6,0,7,1,5,14
"HMI54_014124-T1",2,2,7,4,6,10,0,0,0,0,0,0,0,0
"HMI54_014125-T1",5.8579,9.86708,25.785,24.3921,19.2338,14.5756,130.714,53.6138,127.92,16.6993,101.127,66.958,92.1377,84.6119
"HMI54_014129-T1",57.9819,209,155.582,146.227,266.999,232,924.41,432.383,440,79,631,412,481,534
"HMI54_014130-T1",41,117,128,144,162,144,191,91,406,64,586,415,312,301
"HMI54_014131-T1",0,1,5,11,7,1,19,4,75,3,102,68,70,99
"HMI54_014132-T1",179,528,300,270,669,565,1154,501,437,51,827,600,573,844
"HMI54_014133-T1",24,104,104,111,125,125,1379,713,310,63,567,404,384,503
"HMI54_014134-T1",0,0,0.00974924,0,4.37631e-05,0,0,1.57534e-05,0.00633532,0,0,5.28562,0,0
"HMI54_014135-T1",58,188,93,119,190,179,621,324,272,65,359,252,382,712
"HMI54_014136-T1",1983,7556,3624,3486,10794,8258,412,262,479,76,473,364,505,432
"HMI54_014140-T1",93,137,199,185,224,222,978,497,497,77,772,522,479,588
"HMI54_014141-T1",22,66,100,118,99,135,470,240,349,61,422,286,323,343
"HMI54_014142-T1",0,1,3,8,0,0,9,5,11,7,21,10,20,13
"HMI54_014143-T1",0,0,0,0,0,0,0,0,0.00238911,0,0,1.36367,2.30847,1.07544
"HMI54_014156-T1",0,6.95219,3.26976,2.13307,2.62997,0,27.4141,24.401,44.7261,10.3731,39.8741,42.0549,18.9625,32.0435
"HMI54_014157-T1",11,44,49,46,33,57,128,67,148,26,250,175,211,209
"HMI54_014158-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014159-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014162-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014164-T1",1,0,1,3,0,3,3,7,99,21,336,255,167,140
"HMI54_014165-T1",21,81,65,87,66,84,2111,970,281,47,317,202,177,183
"HMI54_014166-T1",72,193,162,218,248,219,1664,902,583,120,744,461,570,669
"HMI54_014167-T1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"HMI54_014169-T1",15,32,56,47,54,50,28,12,105,18,157,119,155,128
"HMI54_014172-T1",0,0,0,1.59098,3.89842,6.70939,12.436,0,0,0,7.7157,4.9924,12.5745,17.6432
"HMI54_014173-T1",0,0.161609,1.60886,2.23674,0,3,2.93916,7.3133,8.36009,2,11.2199,9.22321,9.49873,4.50871
"HMI54_014174-T1",3,2,0,0,1,2,1,0,2,0,0,2,2,1
"HMI54_014175-T1",29,55,51,55,109,83,206,117,212,29,362,301,238,314
"HMI54_014183-T1",15,30,53,42,47,39,112,51,257,50,327,246,252,312
"HMI54_014185-T1",38,138,113,104,163,147,1264,592,294,51,467,360,346,511
"HMI54_014186-T1",6,25,15,37,37,22,92,48,69,11,91,90,84,119
"HMI54_014191-T1",0,0,0,0,0,0,33.3523,4.61644,5.39959,0,3.63376,3.44762,0,7.45227
"HMI54_014196-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014197-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014208-T1",796.993,1700.99,1410.96,1504.97,2405.96,2153.95,2399.74,1082.76,5194.57,661.978,6031.81,4207.88,4783.76,4450.81
"HMI54_014210-T1",2,6,7,5,18,9,27,11,112,12,110,74,90,135
"HMI54_014211-T1",0,0,0,0,0,0,2,3,0,0,25,7,43,32
"HMI54_014217-T1",0,11,3,2,11,5,28,14,30,3,27,31,29,34
"HMI54_014220-T1",19,67,61,73,87,66,406,220,236,56,306,256,225,304
"HMI54_014221-T1",64,200,171,182,208,215,950,484,671,108,936,681,627,795
"HMI54_014222-T1",9.55768,9.60164,0,0,0,5.47452,11.2792,0,15.8795,0,5.66087e-05,0.0246749,3.99188e-06,0
"HMI54_014223-T1",116,363,161.56,184,412,424,656.635,348.257,236.002,68,359.322,307,336.56,647.418
"HMI54_014231-T1",1,0,8,2,0,2,13,4,599,108,1857,1193,930,921
"HMI54_014238-T1",112,487.097,353,277,603,497,899,494,513,113,1189,775,915,1241
"HMI54_014241-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_014244-T1",42,144,259,239,226,194,693,354,847,186,1180,804,910,1017
"HMI54_014245-T1",44,109,114,124,173,131,166,77,360,65,504,369,350,472
"HMI54_014246-T1",78,179,187,149,266,253,870,469,703,111,1101,710,694,1044
"HMI54_014247-T1",34,52,82,74,92,74,367,144,572,70,477,324,453,377
"HMI54_014248-T1",91,244,198,232,288,282,994,465,522,99,1023,679,663,852
"HMI54_014249-T1",8,23,71,51,29,14,40,13,16,1,13,9,13,8
"HMI54_014250-T1",131.693,596.4,1183.07,1378.12,764.189,697.526,6371.53,3201.4,2386.34,621.384,2774.5,1590.7,3026.78,2115.31
"HMI54_014252-T1",0,0,0,0,0,0,1.37248,1.45605,11.9618,6.46359,2.96498,5.10531,16.168,9.00078
"HMI54_014253-T1",1,5,15,15,3,7,53,26,206,43,321,257,227,273
"HMI54_014254-T1",0,0,0,1,0,0,2,0,4,0,25.5504,15,16,15
"HMI54_014257-T1",40,120,118,102,162,123,441,253,270,49,341,270,260,331
"HMI54_014258-T1",11,27.6238,42,15,41,29.3446,727,379,169,25,225,175,174.618,186
"HMI54_014259-T1",57,163,115,129,165.019,163,1477.04,712,379.501,92,621,440,496,656
"HMI54_014260-T1",26,63,96,99,108,74,533,234,491,51,464,359,409,697
"HMI54_014261-T1",91,295.778,228.496,287,322.697,326,1463.67,753.279,330.88,99,743.671,524.248,591.777,670.855
"HMI54_014262-T1",0,2,4,2,0,1,17,7,53,13,129,96,104,190
"HMI54_014263-T1",9,17,45.1787,40.8771,18.7622,32,336.165,155.046,471.162,67.8067,678.2,460.03,552.914,738.423
"HMI54_014264-T1",5,24,25,22,39,24,123,50,419,73,518,345,422,803
"HMI54_014265-T1",276,870,618,703,1110,1051,1312,629,1480,241,2879,2009,1949,2229
"HMI54_014270-T1",10,20,39,27,40,28,59,26,83,24,204,127,150,170
"HMI54_014271-T1",18,51,30,22,52,50,18,5,84,12,51,38,44,77
"HMI54_014272-T1",29,63.9038,68,55.5019,87.8554,83,306.422,173.984,297.235,74.4691,378.533,277.486,262.128,342.014
"HMI54_014273-T1",47,154,190,198,185,159,781,390,784,121,919,611,771,805
"HMI54_014274-T1",112.2,270.333,218,309.037,417.026,311.476,3301.23,2000.65,367.06,153,916.168,627.772,806.006,1055.21
"HMI54_014275-T1",31,91,58,82,103,113,1257,825,227,59,334,189,227,339
"HMI54_014277-T1",6,24,151,121,62,47,718,332,1121,190,1374,974,1220,1323
"HMI54_014279-T1",17,35,42,32,54,64,153,80,84,17,159,110,107,117
"HMI54_014280-T1",392,1290,2710,2822,1519,1556,5538,2605,11711,1932,6935,4667,8617,5640
"HMI54_014281-T1",3,11,17,28,14,19,168,63,138,17,130,123,106,217
"HMI54_014282-T1",114,341,257,294,455,395,861,353,548,93,878,613,675,1047
"HMI54_014299-T1",33,51,120,88,66,57,121,58,487,75,513,382,504,427
"HMI54_014300-T1",67,112,186,185,200,188,787,273,729,81,718,460,767,744
"HMI54_014301-T1",38.0759,144.035,220,198,157,141,770.031,308,552.005,118,868.006,605,777.006,714
"HMI54_014302-T1",63,167,211,201,247,208,1415,658,510,91,721,502,501,637
"HMI54_014303-T1",20,67,86,93,98,94,449,222,294,64,409,267,415,369
"HMI54_014304-T1",0,2,2,2,0,0,16,4,21,1,95,63,227,240
"HMI54_014305-T1",51,122,252,209,196,180,523,276,510,101,834,561,689,711
"HMI54_014306-T1",14,45,45,43,50,62,193,92,156,28,186,125,141,162
"HMI54_014307-T1",0,0,0,2,0,0,1,0,2,0,0,1,0,0
"HMI54_014308-T1",1,1,1,1,1,1,24.2037,18.5768,9,0,8.1068,5,15,10.4814
"HMI54_014310-T1",352,755,597,804,1101,919,2166,1106,894,175,1043,639,951,962
"HMI54_014311-T1",32,57,72,88,65,59,294,126,186,25,179,151,191,200
"HMI54_014312-T1",65,223,297,324,287,274,897,444,1352,187,1518,995,1132,1013
"HMI54_014313-T1",0,4,1,3,0,1,59,28,119,12,167,120,134,128
"HMI54_014315-T1",25,46,76,65,98,70,958,502,362,51,580,362,436,478
"HMI54_014317-T1",3,12,10,10,8,21,131,62,95.0639,9,88.0071,80,106.01,125
"HMI54_014318-T1",0,0,1,0,0,0,0,2,0,0,1,2,1,2
"HMI54_014319-T1",12.2165,10.2301,16.0266,26.3283,26.5027,21.5925,84.2215,49.5872,67.3497,25,80.7283,56.6284,93.3204,144.906
"HMI54_014321-T1",23,81,59,71,88,73,436,216,294,59,308,214,281,305
"HMI54_014322-T1",80,207,183,188,311,302,678,318,482,85,732,620,426,519
"HMI54_014323-T1",35,178,120,117,202,157,682,314,362,43,584,456,360,677
"HMI54_014392-T1",469,1172,710,673,1531,1521,1709,810,1401,197,2818,2113,1594,2134
"HMI54_014393-T1",19,73,75,59,130,111,362,153,239,42,304,271,260,329
"HMI54_014394-T1",5,11,14,7,18,42,183,79,153,25,171,115,132,221
"HMI54_014395-T1",9961,19515,10900,14613,26476,25500,649,402,822,144,1240,858,833,1280
"HMI54_014396-T1",16,38,17,27,43,65,108,43,39,9,332,255,1251,811
"HMI54_014397-T1",42,125,130,136,223,178,770,399,322,71,526,381,547,667
"HMI54_014398-T1",15,31,35,36,52,59,94,43,270,39,309,247,205,267
"HMI54_014400-T1",110.318,299.262,385.306,345.733,445.147,317.988,801.941,382.403,1062.09,193.147,1568.43,1084.16,1120.96,1190.55
"HMI54_014401-T1",19,69,70,48,122,87,838,343,307,58,311,224,274,282
"HMI54_014404-T1",4,6,17,7,13,11,107,46,42,9,41,41,39,54
"HMI54_014407-T1",704,1670,1221,1255,2408,2202,2318,1030,1919,310,4367,2992,2399,3371
"HMI54_014408-T1",15,33,49,38,42,37,104,44,341,52,555,357,425,510
"HMI54_014409-T1",12,38,57,82,74,56,506,288,203,46,419,316,343,326
"HMI54_014410-T1",19,40,71,67,126,78,138,43,289,42,323,221,286,355
"HMI54_014412-T1",60,158,122,128,269,217,445,224,453,92,745,544,528,599
"HMI54_014413-T1",704,1599,1301,1306,2452,2335,1442,709,3863,541,4916,3573,3754,4183
"HMI54_014414-T1",80,309,268,312,394,326,472,250,523,110,759,517,593,404
"HMI54_014415-T1",34,82,85,153,80,90,167,89,401,53,418,307,372,506
"HMI54_014417-T1",69,180,239,200,204,210,1014,464,742,127,1133,846,906,1025
"HMI54_014418-T1",0,2,9,5,6,2,53,18,260,32,275,186,236,378
"HMI54_014420-T1",8,30,25,18,38,29,74.7554,32.3517,60,25,142.148,110,118.799,140.333
"HMI54_014422-T1",8,22,10,16,28,20,82,57,417,73,605,430,525,663
"HMI54_014423-T1",55,137,114,95,142,159,1074,493,409,64,628,504,315,444
"HMI54_014424-T1",55,170,257,306,219,224,1683,739,998,160,778,516,649,610
"HMI54_014426-T1",6.8464,5.95237,4.28153,0,0.636998,21.9813,42.272,17.0046,4.1543,0,33.2116,37.3608,18.4689,4.93816
"HMI54_014427-T1",0,0,0,0,0,0,15,2,0,0,0,0,2,0
"HMI54_014435-T1",0,0,1,2,0,1,19,12,8,3,266,153,735,475
"HMI54_014436-T1",0,1,0,0,1,1,5,5,1,0,1,3,1,1
"HMI54_014437-T1",13,70,74,76,85,109,359,161,189,28,337,232,201,210
"HMI54_014439-T1",10,32,45,76,56,41,72,51,183,38,222,162,123,142
"HMI54_014440-T1",2,1,2,4,2,3,14.9754,9.62437,47.5467,4.33804,92.0549,53.7776,47.8945,47.0384
"HMI54_014441-T1",13,46,83,83,51,68,404,229,406,65,694,518,453,532
"HMI54_014442-T1",105,300,234,204,388,339,402,169,510,87,828,571,543,697
"HMI54_014443-T1",10,51,49,64,56,45,429,191,124,14,163,142,171,128
"HMI54_014445-T1",48,114,78,116,162,156,857,397,336,60,390,254,293,340
"HMI54_014446-T1",8,48,59,61,81,65,84,40,102,22,140,92,122,168
"HMI54_014447-T1",1,5,7,8,7,3,79.1499,40,41.5476,3,35,38,36,23.4669
"HMI54_014448-T1",25,53,47,46,67,60,310,153,116,30,217,159,208,239
"HMI54_014494-T1",1879,9251,18593,19836,7920,9362,74644,34274,138931,20772,77887,49220,76497,44504
"HMI54_014495-T1",1,2,13,12.6072,2,1,181.203,75,86.418,13,106.575,58.5114,74.2112,108
"HMI54_014496-T1",1,12,29,29,10,9,217,94,330,48,268,165,222,244
"HMI54_014497-T1",4,16,25,27,5,22,325,132,103,17,211,147,165,292
"HMI54_014499-T1",4,2,3,3,9,1,19,5,44,5,68,38,33,25
"HMI54_014502-T1",21.0699,47.8579,51.5332,68.3508,64.4216,36.7707,120.29,65.8201,157.824,25.0606,207.591,163.142,185.085,175.193
"HMI54_014503-T1",107,205,280,235,341,278,953,473,856,163,1053,738,859,736
"HMI54_014505-T1",0,0,4,1,0,1,13,7,11,0,4,9,6,10
"HMI54_014506-T1",42,92,93,84,124,110,147,71,237,54,380,253,233,353
"HMI54_014507-T1",3.60557,2.56795,0,6.34791,0,0,28.4808,5.02441,80.806,4.40074,22.7219,27.2704,58.2863,29.0773
"HMI54_014517-T1",0,0,0,0,0,0,5,0,4,0,16,11,16,10
"HMI54_014518-T1",18.7763,20.4759,17.6549,28.5566,35.797,37.5382,23.1329,9.50588,54.1691,11,61.5412,56.1046,61.1999,50.2649
"HMI54_014521-T1",39,84,106,107,127,154,162,72,307,43,339,208,228,299
"HMI54_014522-T1",15,67,62,71,98,87,227,99,377,44,442,310,309,435
"HMI54_014526-T1",0,8,0,3,5,7,6,6,6,3,7,5,2,7
"HMI54_014527-T1",1,0,0,0,0,0,0,0,0,0,0,1.08031,0,0
"HMI54_014528-T1",2,5,5,4,2,5,56,23,120,19,188,101,130,187
"HMI54_014529-T1",3,0,0,1,4,1,25,10,16,1,38,36,29,28
"HMI54_014531-T1",0,1,1,1,1,1,16,5,11,1,23,7,14,18
"HMI54_014532-T1",92,307,258,246,368,282,552,227,728,87,842,606,560,632
"HMI54_014534-T1",4720,14391,7642,6599,18637,17469,145,70,222,43,202,149,183,104
"HMI54_014535-T1",749,1617,1166,1678,2225,2125,377,178,384,56,485,313,333,401
"HMI54_014536-T1",43,119,120,128,153,125,85,42,291,46,281,216,189,149
"HMI54_014537-T1",5,2,9,1,0,2,37,26,63,8,115,72,49,68
"HMI54_014538-T1",64.1081,163.344,124.079,124,295,252,1859,895,301,50,587,438,458,597
"HMI54_014539-T1",5,12,8.25157,15,7.82558,4,100.322,52.4243,130.705,30.1681,178.423,108.083,152.078,217.714
"HMI54_014540-T1",26,38,32,62,52,49,580,290,442,111,978,676,639,1023
"HMI54_014541-T1",500,1041,931,985,1467,1465,1157,567,3937,542,4590,3109,3529,3233
"HMI54_014544-T1",56,120,106,149,189,154,538,258,497,64,722,515,474,652
"HMI54_014545-T1",0,0,0,0,0,0,6,3,0,0,0,1,0,0
"HMI54_014546-T1",88,275,234,217,350,326,1030,577,716,124,787,547,768,682
"HMI54_014547-T1",55,203,112,110,192,195,162,81,274,31,371,239,266,430
"HMI54_014548-T1",551,1245,1103,1148,1650,1724,2415,1410,3488,712,4930,3590,3646,5238
"HMI54_014549-T1",4,6,9,2,16,12,27,7,14,2,18,6,9,7
"HMI54_014550-T1",0,3,0,2,0,11,8,8,15,6,20,18,15,24
"HMI54_014557-T1",13,45,66,32,35,25,240,131,341,70,452,296,298,269
"HMI54_014558-T1",41,77,136,146,114,120,383,163,588,111,532,340,480,272
"HMI54_014559-T1",43,96,111,120,146,144,410,195,371,61,513,279,323,286
"HMI54_014560-T1",116,271,316,312.466,440.717,385,1000.4,514,1228.18,185,1035.21,659.2,646.088,762.104
"HMI54_014561-T1",69,150,147,122,271,245,2207,1202,429,85,726,536,508,652
"HMI54_014562-T1",52,126,194,204,201,163,1100,559,497,90,693,463,544,508
"HMI54_014563-T1",0,1,9,2,0,1,1,0,4,0,6,4,4,6
"HMI54_014564-T1",1,4,0,0,6,5,7,2,15,0,14,9,9,15
"HMI54_014565-T1",131,275.184,450.723,530.771,311.893,407.091,1056.36,587.193,2789.93,427.281,2607.19,1861.17,2111.97,2276.14
"HMI54_014566-T1",15,57,50,88,62,55,373,220,387,44,375,271,312,300
"HMI54_014567-T1",41,87,123,131,130,112,489,275,521,77,457,307,369,324
"HMI54_014568-T1",108,299,240,317,342,343,1443,819,984,149,1218.74,862,767,786
"HMI54_014575-T1",612,1413,843,993,2042,1882,1059,557,561,85,1233,959,1832,1473
"HMI54_014576-T1",32,80,74,79,87,121,260,151,214,57,288,217,198,214
"HMI54_014577-T1",7,42,65,36,34,40,218,111,138,28,185,136,178,178
"HMI54_014579-T1",1,15,24,18,19,15,265,114,228,24,217,163,246,259
"HMI54_014580-T1",41.8324,118.122,81.0534,57.7686,146.001,153.035,360.541,188.735,156.576,30.0418,344.768,241.372,214.117,267.943
"HMI54_014581-T1",119,295,257,259,426,351,543,284,686,106,906,653,655,830
"HMI54_014582-T1",8,25,12,21,25,18,76,41,37,7,92,60,76,93
"HMI54_014583-T1",197,552,463,536,746,617,2900,1422,779,202,2263,1454,1324,2004
"HMI54_014584-T1",7,9,18,25,15,26,36,13,154,12,221,134,163,237
"HMI54_014585-T1",0,0,1,1,1,1,8,6,55,15,266,155,105,108
"HMI54_014586-T1",0,0,2,1,2,0,3,1,0,0,1,1,0,4
"HMI54_014602-T1",7,14,17,15,27,32,117,53,48,12,94,46,50,93
"HMI54_014603-T1",0,0,0,0,0,1.93233,3,3,7,0,20.6183,10,7.98493,4
"HMI54_014604-T1",19,33,46,56,66,64,164,76,132,33,198,181,235,337
"HMI54_014605-T1",31,101,65,75,164,132,393,147,210,28,312,205,238,346
"HMI54_014607-T1",40,103,133,154,116,126,1017,537,698,108,753,637,733,788
"HMI54_014608-T1",51,139,147,113,201,155,381,184,496,62,768,525,481,636
"HMI54_014609-T1",1,0,1,0,1,0,1,0,2,0,2,0,0,2
"HMI54_014622-T1",57,126,163,154,209,194,1253,422,363,40,688,499,411,608
"HMI54_014623-T1",198,448,230,267,576,449,129,78,173,30,325,228,216,355
"HMI54_014624-T1",0,0,3,0,1,0,4,1,9,1,12,17,9,10
"HMI54_014625-T1",116,310,304,331,395,357,720,379,1495,167,1976,1394,1406,1557
"HMI54_014626-T1",41,95,69,76,134,108,191,87,232,22,372,297,266,378
"HMI54_014627-T1",44,108,134,136,199,190,137,65,408,27,441,296,306,329
"HMI54_014628-T1",0,1,2,1,2,2,21,8,14,1,16,10,11,10
"HMI54_014631-T1",12,58,30,46,54,46,115.535,53.5477,180.079,18,151,124.683,128,142.657
"HMI54_014632-T1",0,14,5,7,12,10,0,2,11,1,5,9,8,10
"HMI54_014633-T1",68,249,104,147,282,287,95,52,149,24,198,116,116,224
